date,state,daily_deaths_actual,daily_deaths_est,daily_deaths_95CI_lower,daily_deaths_95CI_upper,cumulative_deaths_actual,cumulative_deaths_est,cumulative_deaths_95CI_lower,cumulative_deaths_95CI_upper
2020-03-27,South Carolina,4,4,4,4,13,13,13,13
2020-03-28,South Carolina,2,2,2,2,15,15,15,15
2020-03-29,South Carolina,1,1,1,1,16,16,16,16
2020-03-30,South Carolina,2,2,2,2,18,18,18,18
2020-03-31,South Carolina,4,4,4,4,22,22,22,22
2020-04-01,South Carolina,4,4,4,4,26,26,26,26
2020-04-02,South Carolina,5,5,5,5,31,31,31,31
2020-04-03,South Carolina,3,3,3,3,34,34,34,34
2020-04-04,South Carolina,6,6,6,6,40,40,40,40
2020-04-05,South Carolina,4,4,4,4,44,44,44,44
2020-04-06,South Carolina,4,4,4,4,48,48,48,48
2020-04-07,South Carolina,3,3,3,3,51,51,51,51
2020-04-08,South Carolina,12,12,12,12,63,63,63,63
2020-04-09,South Carolina,4,4,4,4,67,67,67,67
2020-04-10,South Carolina,5,5,5,5,72,72,72,72
2020-04-11,South Carolina,8,8,8,8,80,80,80,80
2020-04-12,South Carolina,2,2,2,2,82,82,82,82
2020-04-13,South Carolina,5,5,5,5,87,87,87,87
2020-04-14,South Carolina,10,10,10,10,97,97,97,97
2020-04-15,South Carolina,10,10,10,10,107,107,107,107
2020-04-16,South Carolina,2,2,2,2,109,109,109,109
2020-04-17,South Carolina,7,7,7,7,116,116,116,116
2020-04-18,South Carolina,3,3,3,3,119,119,119,119
2020-04-19,South Carolina,1,1,1,1,120,120,120,120
2020-04-20,South Carolina,4,4,4,4,124,124,124,124
2020-04-21,South Carolina,11,11,11,11,135,135,135,135
2020-04-22,South Carolina,5,5,5,5,140,140,140,140
2020-04-23,South Carolina,10,10,10,10,150,150,150,150
2020-04-24,South Carolina,7,7,7,7,157,157,157,157
2020-04-25,South Carolina,9,9,9,9,166,166,166,166
2020-04-26,South Carolina,8,8,8,8,174,174,174,174
2020-04-27,South Carolina,3,3,3,3,177,177,177,177
2020-04-28,South Carolina,15,15,15,15,192,192,192,192
2020-04-29,South Carolina,40,40,40,40,232,232,232,232
2020-04-30,South Carolina,12,12,12,12,244,244,244,244
2020-05-01,South Carolina,12,12,12,12,256,256,256,256
2020-05-02,South Carolina,11,11,11,11,267,267,267,267
2020-05-03,South Carolina,8,8,8,8,275,275,275,275
2020-05-04,South Carolina,8,8,8,8,283,283,283,283
2020-05-05,South Carolina,13,13,13,13,296,296,296,296
2020-05-06,South Carolina,9,9,9,9,305,305,305,305
2020-05-07,South Carolina,11,11,11,11,316,316,316,316
2020-05-08,South Carolina,4,4,4,4,320,320,320,320
2020-05-09,South Carolina,10,10,10,10,330,330,330,330
2020-05-10,South Carolina,1,1,1,1,331,331,331,331
2020-05-11,South Carolina,15,15,15,15,346,346,346,346
2020-05-12,South Carolina,9,9,9,9,355,355,355,355
2020-05-13,South Carolina,7,7,7,7,362,362,362,362
2020-05-14,South Carolina,9,9,9,9,371,371,371,371
2020-05-15,South Carolina,9,9,9,9,380,380,380,380
2020-05-16,South Carolina,0,0,0,0,380,380,380,380
2020-05-17,South Carolina,5,5,5,5,385,385,385,385
2020-05-18,South Carolina,6,6,6,6,391,391,391,391
2020-05-19,South Carolina,8,8,8,8,399,399,399,399
2020-05-20,South Carolina,8,8,8,8,407,407,407,407
2020-05-21,South Carolina,9,9,9,9,416,416,416,416
2020-05-22,South Carolina,3,3,3,3,419,419,419,419
2020-05-23,South Carolina,6,6,6,6,425,425,425,425
2020-05-24,South Carolina,10,10,10,10,435,435,435,435
2020-05-25,South Carolina,5,5,5,5,440,440,440,440
2020-05-26,South Carolina,6,6,6,6,446,446,446,446
2020-05-27,South Carolina,20,20,20,20,466,466,466,466
2020-05-28,South Carolina,4,4,4,4,470,470,470,470
2020-05-29,South Carolina,13,13,13,13,483,483,483,483
2020-05-30,South Carolina,4,4,4,4,487,487,487,487
2020-05-31,South Carolina,7,7,7,7,494,494,494,494
2020-06-02,South Carolina,NA,6.539414817849695,1.1315957663286587,18.22345715456311,NA,508.02606350507017,498.3285357979105,523.9074994912766
2020-06-03,South Carolina,NA,6.9472338693707325,1,18.776357342859047,NA,515.2364889070982,502.21042540202814,534.5936403929802
2020-06-04,South Carolina,NA,6.276223285192378,1,19.382761373040978,NA,522.3153185427976,507.02606350507017,545.8024208479292
2020-06-05,South Carolina,NA,6.210425402028049,1,17.63127620608415,NA,529.3283502953327,510.7628719724129,555.2630060300795
2020-06-06,South Carolina,NA,6.078829635699391,0.9342021168356708,17.841701608112196,NA,536.209786281539,515.4469143091262,565.553906014886
2020-06-07,South Carolina,NA,5.9472338693707325,0.8684042336713416,17.43388255659116,NA,542.8938286182524,520.2625524121684,575.6834032162244
2020-06-08,South Carolina,NA,5.881435986206403,0.8684042336713416,17.710105841783538,NA,550.0514878896513,524.2097862815391,585.1047076381917
2020-06-09,South Carolina,NA,5.749840219877744,0.8684042336713416,17.039095257605183,NA,556.0645196421863,528.826385788009,595.7752646044589
2020-06-10,South Carolina,NA,6.2234571545631105,0.8026063505070122,17.315318542797563,NA,562.9589873809277,534.0645196421863,605.2623669095905
2020-06-11,South Carolina,NA,5.486648687220427,0.6710105841783538,16.986329126975917,NA,569.2482424186552,537.7350766084535,614.1319624724297
2020-06-12,South Carolina,NA,5.894467738741464,0.6710105841783538,16.657339711154272,NA,575.8795186247394,542.3798381849839,622.6190647775613
2020-06-13,South Carolina,NA,5.493164563487959,0.6710105841783538,15.85473336064726,NA,581.8397842466452,547.6163270920821,633.4456360681481
2020-06-14,South Carolina,NA,5.091861388234452,0.5394148178496952,16.13260159291872,NA,587.602656219058,552.0502096486732,641.381483132063
2020-06-15,South Carolina,NA,5.499680439755489,0.5394148178496952,15.867765113182319,NA,593.8391451261562,557.0758195358321,649.3405574248009
2020-06-16,South Carolina,NA,5.36808467342683,0.5394148178496952,15.604573580525003,NA,598.799410748062,560.3127620608416,657.7005451869298
2020-06-17,South Carolina,NA,5.302286790262501,0.5394148178496952,15.617605333060064,NA,604.7727081225028,565.0886657857893,666.579882608146
2020-06-18,South Carolina,NA,5.104893140769513,0.5394148178496952,15.959626501416771,NA,611.022228782136,570.2723885622584,674.8265669915322
2020-06-19,South Carolina,NA,4.973297374440855,0.5394148178496952,15.157020150909759,NA,616.7981325070839,574.9166965208775,682.4460027742493
2020-06-20,South Carolina,NA,4.973297374440855,1.0788296356993905,15.499041319266466,NA,622.8502595172241,579.9553381605715,688.8296713831126
2020-06-21,South Carolina,NA,4.907499491276525,0.5394148178496952,15.301647669773478,NA,628.428769592679,584.5473336064726,697.1821721211029
2020-06-22,South Carolina,NA,4.775903724947867,0.5394148178496952,15.051941507562404,NA,633.8098860186409,588.5864288640778,705.4186610282011
2020-06-23,South Carolina,NA,5.315318542797562,0.5394148178496952,14.433243436102137,NA,639.6646193792881,592.42813047219,713.0629689868202
2020-06-24,South Carolina,NA,5.183722776468904,1.0788296356993905,15.314679422308538,NA,644.9799379220857,596.8750447813162,720.390127952985
2020-06-25,South Carolina,NA,5.183722776468904,1.0653442652531482,14.512073071801527,NA,650.7688733995686,600.2414845076639,726.6282618071623
2020-06-26,South Carolina,NA,5.183722776468904,0.5394148178496952,14.919892123322562,NA,656.0183940592019,604.5449626270944,737.6962568460846
2020-06-27,South Carolina,NA,5.183722776468904,1.0653442652531482,14.867579610604476,NA,661.7415316535205,609.1234727025493,744.5988214961238
2020-06-28,South Carolina,NA,5.117924893304575,1.0788296356993905,15.26191329167927,NA,667.9711851241066,614.0423589992818,751.8549219440735
2020-06-29,South Carolina,NA,4.986329126975916,1.0788296356993905,15.735530226364636,NA,674.6744555293781,618.3728078596046,762.1390566379857
2020-03-10,South Dakota,1,1,1,1,1,1,1,1
2020-03-11,South Dakota,0,0,0,0,1,1,1,1
2020-03-12,South Dakota,0,0,0,0,1,1,1,1
2020-03-13,South Dakota,0,0,0,0,1,1,1,1
2020-03-14,South Dakota,0,0,0,0,1,1,1,1
2020-03-15,South Dakota,0,0,0,0,1,1,1,1
2020-03-16,South Dakota,0,0,0,0,1,1,1,1
2020-03-17,South Dakota,0,0,0,0,1,1,1,1
2020-03-18,South Dakota,0,0,0,0,1,1,1,1
2020-03-19,South Dakota,0,0,0,0,1,1,1,1
2020-03-20,South Dakota,0,0,0,0,1,1,1,1
2020-03-21,South Dakota,0,0,0,0,1,1,1,1
2020-03-22,South Dakota,0,0,0,0,1,1,1,1
2020-03-23,South Dakota,0,0,0,0,1,1,1,1
2020-03-24,South Dakota,0,0,0,0,1,1,1,1
2020-03-25,South Dakota,0,0,0,0,1,1,1,1
2020-03-26,South Dakota,0,0,0,0,1,1,1,1
2020-03-27,South Dakota,0,0,0,0,1,1,1,1
2020-03-28,South Dakota,0,0,0,0,1,1,1,1
2020-03-29,South Dakota,0,0,0,0,1,1,1,1
2020-03-30,South Dakota,0,0,0,0,1,1,1,1
2020-03-31,South Dakota,0,0,0,0,1,1,1,1
2020-04-01,South Dakota,1,1,1,1,2,2,2,2
2020-04-02,South Dakota,0,0,0,0,2,2,2,2
2020-04-03,South Dakota,0,0,0,0,2,2,2,2
2020-04-04,South Dakota,0,0,0,0,2,2,2,2
2020-04-05,South Dakota,0,0,0,0,2,2,2,2
2020-04-06,South Dakota,2,2,2,2,4,4,4,4
2020-04-07,South Dakota,2,2,2,2,6,6,6,6
2020-04-08,South Dakota,0,0,0,0,6,6,6,6
2020-04-09,South Dakota,0,0,0,0,6,6,6,6
2020-04-10,South Dakota,0,0,0,0,6,6,6,6
2020-04-11,South Dakota,0,0,0,0,6,6,6,6
2020-04-12,South Dakota,0,0,0,0,6,6,6,6
2020-04-13,South Dakota,0,0,0,0,6,6,6,6
2020-04-14,South Dakota,0,0,0,0,6,6,6,6
2020-04-15,South Dakota,0,0,0,0,6,6,6,6
2020-04-16,South Dakota,1,1,1,1,7,7,7,7
2020-04-17,South Dakota,0,0,0,0,7,7,7,7
2020-04-18,South Dakota,0,0,0,0,7,7,7,7
2020-04-19,South Dakota,0,0,0,0,7,7,7,7
2020-04-20,South Dakota,0,0,0,0,7,7,7,7
2020-04-21,South Dakota,1,1,1,1,8,8,8,8
2020-04-22,South Dakota,1,1,1,1,9,9,9,9
2020-04-23,South Dakota,0,0,0,0,9,9,9,9
2020-04-24,South Dakota,1,1,1,1,10,10,10,10
2020-04-25,South Dakota,0,0,0,0,10,10,10,10
2020-04-26,South Dakota,1,1,1,1,11,11,11,11
2020-04-27,South Dakota,0,0,0,0,11,11,11,11
2020-04-28,South Dakota,0,0,0,0,11,11,11,11
2020-04-29,South Dakota,2,2,2,2,13,13,13,13
2020-04-30,South Dakota,4,4,4,4,17,17,17,17
2020-05-01,South Dakota,4,4,4,4,21,21,21,21
2020-05-02,South Dakota,0,0,0,0,21,21,21,21
2020-05-03,South Dakota,0,0,0,0,21,21,21,21
2020-05-04,South Dakota,0,0,0,0,21,21,21,21
2020-05-05,South Dakota,3,3,3,3,24,24,24,24
2020-05-06,South Dakota,5,5,5,5,29,29,29,29
2020-05-07,South Dakota,2,2,2,2,31,31,31,31
2020-05-08,South Dakota,0,0,0,0,31,31,31,31
2020-05-09,South Dakota,3,3,3,3,34,34,34,34
2020-05-10,South Dakota,0,0,0,0,34,34,34,34
2020-05-11,South Dakota,0,0,0,0,34,34,34,34
2020-05-12,South Dakota,5,5,5,5,39,39,39,39
2020-05-13,South Dakota,0,0,0,0,39,39,39,39
2020-05-14,South Dakota,4,4,4,4,43,43,43,43
2020-05-15,South Dakota,1,1,1,1,44,44,44,44
2020-05-16,South Dakota,0,0,0,0,44,44,44,44
2020-05-17,South Dakota,0,0,0,0,44,44,44,44
2020-05-18,South Dakota,0,0,0,0,44,44,44,44
2020-05-19,South Dakota,2,2,2,2,46,46,46,46
2020-05-20,South Dakota,0,0,0,0,46,46,46,46
2020-05-21,South Dakota,1,1,1,1,47,47,47,47
2020-05-22,South Dakota,3,3,3,3,50,50,50,50
2020-05-23,South Dakota,0,0,0,0,50,50,50,50
2020-05-24,South Dakota,0,0,0,0,50,50,50,50
2020-05-25,South Dakota,0,0,0,0,50,50,50,50
2020-05-26,South Dakota,0,0,0,0,50,50,50,50
2020-05-27,South Dakota,4,4,4,4,54,54,54,54
2020-05-28,South Dakota,0,0,0,0,54,54,54,54
2020-05-29,South Dakota,5,5,5,5,59,59,59,59
2020-05-30,South Dakota,3,3,3,3,62,62,62,62
2020-05-31,South Dakota,0,0,0,0,62,62,62,62
2020-06-02,South Dakota,NA,1.2115107759718455,0,7.307913792225236,NA,65,62.14100718398123,73.46187068833785
2020-06-03,South Dakota,NA,1.2115107759718455,0,6.871942528150157,NA,66.85899281601877,62.493525143934306,76.74388505630031
2020-06-04,South Dakota,NA,1.2115107759718455,0,6.942446120140772,NA,68.78848922402815,63.42302155194369,80.02589942426278
2020-06-05,South Dakota,NA,1.2820143679624607,0,7.660431752178312,NA,70.64748204004692,64.28201436796246,83.02561158353303
2020-06-06,South Dakota,NA,1.8589928160187696,0,8.378417384215851,NA,73.083453304122,65.21151077597185,87.73269793396867
2020-06-07,South Dakota,NA,1.352517959953076,0,7.506474856065694,NA,75.083453304122,66.07050359199062,91.57697844805631
2020-06-08,South Dakota,NA,1.4230215519436913,0,7.85899281601877,NA,77.15395689611262,66.92949640800938,95.63453232791555
2020-06-09,South Dakota,NA,2,0,8.942446120140772,NA,79.22446048810323,67.92949640800938,100.98881287766835
2020-06-10,South Dakota,NA,2,0,8.589640319457953,NA,81.29496408009385,69.29496408009385,104.89064727161522
2020-06-11,South Dakota,NA,2,0,9.365467672084463,NA,83.94244612014077,70.22446048810323,110.8903594308855
2020-06-12,South Dakota,NA,2,0,9.576978448056309,NA,86.51942456819708,71.5899281601877,116.64028735924921
2020-06-13,South Dakota,NA,2,0,9.576978448056309,NA,88.69568354817363,72.8722303688799,121.13352466245378
2020-06-14,South Dakota,NA,2,0,9.576978448056309,NA,91.23741020023462,74.25035991236601,127.16546695877999
2020-06-15,South Dakota,NA,1.9294964080093848,0,9.71798563203754,NA,93.81438864829093,75.03884913639416,133.6589921027143
2020-06-16,South Dakota,NA,1.8589928160187696,0,9.435971264075079,NA,96.179856320375393,75.89607936261316,139.2244955877092
2020-06-17,South Dakota,NA,1.7884892240281545,0,9.435971264075079,NA,98.68633117644109,77.12230244051617,144.98561063840458
2020-06-18,South Dakota,NA,1.7179856320375393,0,9.871942528150157,NA,100.98129525653493,78.41726652061001,151.1859342920448
2020-06-19,South Dakota,NA,1.7179856320375393,0,10.307913792225236,NA,103.27625933662878,79.6290651373116,156.79809237529702
2020-06-20,South Dakota,NA,1.6474820400469241,0,10.09640301625339,NA,105.50071982473202,80.28920904876017,162.30427939063298
2020-06-21,South Dakota,NA,1.6474820400469241,0,9.532086439598723,NA,107.72518031283525,82.01838180312934,167.63294835685278
2020-06-22,South Dakota,NA,1.5064748560656938,0,10.09640301625339,NA,110.38561206501356,83.1035976970511,173.33269650735969
2020-06-23,South Dakota,NA,2.012949712131387,0,9.886654830081284,NA,112.46906536913556,83.82158332908864,179.88201294135348
2020-06-24,South Dakota,NA,1.942446120140772,0,10.391367096347238,NA,114.95323814133734,84.90503663321064,184.95251653334412
2020-06-25,South Dakota,NA,1.8719425281501567,0,9.81438864829093,NA,117.00143964946403,85.975828065931,190.03183307433343
2020-06-26,South Dakota,NA,1.8719425281501567,0,9.602877872319084,NA,119.01438936159542,87.14244683344526,195.72039410250872
2020-06-27,South Dakota,NA,1.8719425281501567,0,10.26302178376765,NA,122.0402887858582,88.22590013756727,203.93956682121274
2020-06-28,South Dakota,NA,1.8719425281501567,0,9.81438864829093,NA,124.41870617007405,89.81582829775496,210.23805608090606
2020-06-29,South Dakota,NA,1.8719425281501567,0,10.897841952412932,NA,126.36115229021482,90.89928160187696,215.8203222983616
2020-03-05,Tennessee,0,0,0,0,0,0,0,0
2020-03-06,Tennessee,0,0,0,0,0,0,0,0
2020-03-07,Tennessee,0,0,0,0,0,0,0,0
2020-03-08,Tennessee,0,0,0,0,0,0,0,0
2020-03-09,Tennessee,0,0,0,0,0,0,0,0
2020-03-10,Tennessee,0,0,0,0,0,0,0,0
2020-03-11,Tennessee,0,0,0,0,0,0,0,0
2020-03-12,Tennessee,0,0,0,0,0,0,0,0
2020-03-13,Tennessee,0,0,0,0,0,0,0,0
2020-03-14,Tennessee,0,0,0,0,0,0,0,0
2020-03-15,Tennessee,0,0,0,0,0,0,0,0
2020-03-16,Tennessee,0,0,0,0,0,0,0,0
2020-03-17,Tennessee,0,0,0,0,0,0,0,0
2020-03-18,Tennessee,0,0,0,0,0,0,0,0
2020-03-19,Tennessee,0,0,0,0,0,0,0,0
2020-03-20,Tennessee,0,0,0,0,0,0,0,0
2020-03-21,Tennessee,2,2,2,2,2,2,2,2
2020-03-22,Tennessee,0,0,0,0,2,2,2,2
2020-03-23,Tennessee,0,0,0,0,2,2,2,2
2020-03-24,Tennessee,0,0,0,0,2,2,2,2
2020-03-25,Tennessee,1,1,1,1,3,3,3,3
2020-03-26,Tennessee,0,0,0,0,3,3,3,3
2020-03-27,Tennessee,3,3,3,3,6,6,6,6
2020-03-28,Tennessee,0,0,0,0,6,6,6,6
2020-03-29,Tennessee,1,1,1,1,7,7,7,7
2020-03-30,Tennessee,6,6,6,6,13,13,13,13
2020-03-31,Tennessee,0,0,0,0,13,13,13,13
2020-04-01,Tennessee,10,10,10,10,23,23,23,23
2020-04-02,Tennessee,9,9,9,9,32,32,32,32
2020-04-03,Tennessee,4,4,4,4,36,36,36,36
2020-04-04,Tennessee,11,11,11,11,47,47,47,47
2020-04-05,Tennessee,3,3,3,3,50,50,50,50
2020-04-06,Tennessee,15,15,15,15,65,65,65,65
2020-04-07,Tennessee,7,7,7,7,72,72,72,72
2020-04-08,Tennessee,11,11,11,11,83,83,83,83
2020-04-09,Tennessee,12,12,12,12,95,95,95,95
2020-04-10,Tennessee,9,9,9,9,104,104,104,104
2020-04-11,Tennessee,3,3,3,3,107,107,107,107
2020-04-12,Tennessee,0,0,0,0,107,107,107,107
2020-04-13,Tennessee,7,7,7,7,114,114,114,114
2020-04-14,Tennessee,9,9,9,9,123,123,123,123
2020-04-15,Tennessee,12,12,12,12,135,135,135,135
2020-04-16,Tennessee,7,7,7,7,142,142,142,142
2020-04-17,Tennessee,4,4,4,4,146,146,146,146
2020-04-18,Tennessee,2,2,2,2,148,148,148,148
2020-04-19,Tennessee,3,3,3,3,151,151,151,151
2020-04-20,Tennessee,5,5,5,5,156,156,156,156
2020-04-21,Tennessee,3,3,3,3,159,159,159,159
2020-04-22,Tennessee,10,10,10,10,169,169,169,169
2020-04-23,Tennessee,3,3,3,3,172,172,172,172
2020-04-24,Tennessee,0,0,0,0,172,172,172,172
2020-04-25,Tennessee,7,7,7,7,179,179,179,179
2020-04-26,Tennessee,3,3,3,3,182,182,182,182
2020-04-27,Tennessee,2,2,2,2,184,184,184,184
2020-04-28,Tennessee,6,6,6,6,190,190,190,190
2020-04-29,Tennessee,6,6,6,6,196,196,196,196
2020-04-30,Tennessee,4,4,4,4,200,200,200,200
2020-05-01,Tennessee,5,5,5,5,205,205,205,205
2020-05-02,Tennessee,5,5,5,5,210,210,210,210
2020-05-03,Tennessee,1,1,1,1,211,211,211,211
2020-05-04,Tennessee,5,5,5,5,216,216,216,216
2020-05-05,Tennessee,9,9,9,9,225,225,225,225
2020-05-06,Tennessee,12,12,12,12,237,237,237,237
2020-05-07,Tennessee,1,1,1,1,238,238,238,238
2020-05-08,Tennessee,2,2,2,2,240,240,240,240
2020-05-09,Tennessee,1,1,1,1,241,241,241,241
2020-05-10,Tennessee,1,1,1,1,242,242,242,242
2020-05-11,Tennessee,6,6,6,6,248,248,248,248
2020-05-12,Tennessee,16,16,16,16,264,264,264,264
2020-05-13,Tennessee,7,7,7,7,271,271,271,271
2020-05-14,Tennessee,13,13,13,13,284,284,284,284
2020-05-15,Tennessee,4,4,4,4,288,288,288,288
2020-05-16,Tennessee,4,4,4,4,292,292,292,292
2020-05-17,Tennessee,1,1,1,1,293,293,293,293
2020-05-18,Tennessee,3,3,3,3,296,296,296,296
2020-05-19,Tennessee,5,5,5,5,301,301,301,301
2020-05-20,Tennessee,8,8,8,8,309,309,309,309
2020-05-21,Tennessee,4,4,4,4,313,313,313,313
2020-05-22,Tennessee,2,2,2,2,315,315,315,315
2020-05-23,Tennessee,10,10,10,10,325,325,325,325
2020-05-24,Tennessee,7,7,7,7,332,332,332,332
2020-05-25,Tennessee,2,2,2,2,334,334,334,334
2020-05-26,Tennessee,5,5,5,5,339,339,339,339
2020-05-27,Tennessee,14,14,14,14,353,353,353,353
2020-05-28,Tennessee,-1,-1,-1,-1,352,352,352,352
2020-05-29,Tennessee,4,4,4,4,356,356,356,356
2020-05-30,Tennessee,4,4,4,4,360,360,360,360
2020-05-31,Tennessee,0,0,0,0,360,360,360,360
2020-06-02,Tennessee,NA,4.142857142857142,0.35714285714285715,13.714285714285715,NA,371.5,364.92857142857144,385.3571428571429
2020-06-03,Tennessee,NA,4.142857142857142,0.35714285714285715,14.216071428571404,NA,376.3571428571429,367.6428571428571,392.5125
2020-06-04,Tennessee,NA,4.142857142857142,0.35714285714285715,13.642857142857142,NA,381.2142857142857,370.42857142857144,401.07321428571424
2020-06-05,Tennessee,NA,4.071428571428571,0.2857142857142857,13.08571428571426,NA,385.5,372.7857142857143,407.92857142857144
2020-06-06,Tennessee,NA,4.071428571428571,0.2857142857142857,13.285714285714285,NA,389.7142857142857,375.6303571428572,415.5125
2020-06-07,Tennessee,NA,4.071428571428571,0.2857142857142857,13.142857142857142,NA,394.42857142857144,378.42857142857144,423.2142857142857
2020-06-08,Tennessee,NA,3.928571428571429,0.2857142857142857,12.928571428571429,NA,399.1428571428571,381.07142857142856,430.42857142857144
2020-06-09,Tennessee,NA,3.428571428571429,0.2857142857142857,12.642857142857142,NA,403.1428571428571,383.78392857142853,436.65714285714284
2020-06-10,Tennessee,NA,3.357142857142857,0.14285714285714285,12.0125,NA,407.2142857142857,386.8571428571429,443.4321428571428
2020-06-11,Tennessee,NA,3.2142857142857144,0.14285714285714285,12.285714285714286,NA,411.6428571428571,389.78392857142853,449.07142857142856
2020-06-12,Tennessee,NA,3.071428571428571,0.14285714285714285,11.571428571428571,NA,415.4642857142857,391.7142857142857,455.5017857142857
2020-06-13,Tennessee,NA,3,0.14285714285714285,11.857142857142858,NA,419.2142857142857,393.6428571428571,462.43035714285713
2020-06-14,Tennessee,NA,2.928571428571429,0,12.071428571428571,NA,423.2857142857143,395.9142857142857,467.3696428571428
2020-06-15,Tennessee,NA,2.857142857142857,0,11.571428571428573,NA,426.3571428571429,398.06964285714287,473.28749999999997
2020-06-16,Tennessee,NA,2.7142857142857144,0,10.642857142857142,NA,429.7142857142857,400.1428571428571,479.29999999999995
2020-06-17,Tennessee,NA,2.571428571428571,0,11.571428571428571,NA,432.3571428571429,402.1410714285714,486.15535714285716
2020-06-18,Tennessee,NA,2.5,0,10.14464285714283,NA,435.42857142857144,404.2125,491.15714285714284
2020-06-19,Tennessee,NA,2.357142857142857,0,9.358928571428546,NA,437.9642857142857,405.56964285714287,497.92857142857144
2020-06-20,Tennessee,NA,2.2857142857142856,0,10.357142857142858,NA,440.3571428571429,407.7714285714286,503.08392857142854
2020-06-21,Tennessee,NA,2.2142857142857144,0,9.142857142857142,NA,443.07142857142856,408.56964285714287,507.07499999999993
2020-06-22,Tennessee,NA,2.2142857142857144,0,8.857142857142858,NA,445.3571428571429,409.85535714285714,511.15535714285716
2020-06-23,Tennessee,NA,2.142857142857143,0,8.928571428571429,NA,448.1428571428571,411.07142857142856,514.7178571428572
2020-06-24,Tennessee,NA,2,0,8.5,NA,450.2857142857143,412.7142857142857,519.1428571428571
2020-06-25,Tennessee,NA,1.5,0,8.428571428571429,NA,452.3571428571429,414.42857142857144,523.0160714285714
2020-06-26,Tennessee,NA,1.6071428571428572,0,8.357142857142858,NA,454.8571428571429,415.6428571428571,528.5732142857142
2020-06-27,Tennessee,NA,1.3571428571428572,0,8.285714285714285,NA,456.42857142857144,417.34285714285716,531.9428571428571
2020-06-28,Tennessee,NA,1.8571428571428572,0,8.214285714285715,NA,458.6428571428571,418.9160714285714,536.2982142857143
2020-06-29,Tennessee,NA,1.8571428571428572,0,8.142857142857142,NA,460.8571428571429,419.57142857142856,540.8
2020-02-12,Texas,0,0,0,0,0,0,0,0
2020-02-13,Texas,0,0,0,0,0,0,0,0
2020-02-14,Texas,0,0,0,0,0,0,0,0
2020-02-15,Texas,0,0,0,0,0,0,0,0
2020-02-16,Texas,0,0,0,0,0,0,0,0
2020-02-17,Texas,0,0,0,0,0,0,0,0
2020-02-18,Texas,0,0,0,0,0,0,0,0
2020-02-19,Texas,0,0,0,0,0,0,0,0
2020-02-20,Texas,0,0,0,0,0,0,0,0
2020-02-21,Texas,0,0,0,0,0,0,0,0
2020-02-22,Texas,0,0,0,0,0,0,0,0
2020-02-23,Texas,0,0,0,0,0,0,0,0
2020-02-24,Texas,0,0,0,0,0,0,0,0
2020-02-25,Texas,0,0,0,0,0,0,0,0
2020-02-26,Texas,0,0,0,0,0,0,0,0
2020-02-27,Texas,0,0,0,0,0,0,0,0
2020-02-28,Texas,0,0,0,0,0,0,0,0
2020-02-29,Texas,0,0,0,0,0,0,0,0
2020-03-01,Texas,0,0,0,0,0,0,0,0
2020-03-02,Texas,0,0,0,0,0,0,0,0
2020-03-03,Texas,0,0,0,0,0,0,0,0
2020-03-04,Texas,0,0,0,0,0,0,0,0
2020-03-05,Texas,0,0,0,0,0,0,0,0
2020-03-06,Texas,0,0,0,0,0,0,0,0
2020-03-07,Texas,0,0,0,0,0,0,0,0
2020-03-08,Texas,0,0,0,0,0,0,0,0
2020-03-09,Texas,0,0,0,0,0,0,0,0
2020-03-10,Texas,0,0,0,0,0,0,0,0
2020-03-11,Texas,0,0,0,0,0,0,0,0
2020-03-12,Texas,0,0,0,0,0,0,0,0
2020-03-13,Texas,0,0,0,0,0,0,0,0
2020-03-14,Texas,0,0,0,0,0,0,0,0
2020-03-15,Texas,0,0,0,0,0,0,0,0
2020-03-16,Texas,1,1,1,1,1,1,1,1
2020-03-17,Texas,0,0,0,0,1,1,1,1
2020-03-18,Texas,1,1,1,1,2,2,2,2
2020-03-19,Texas,2,2,2,2,4,4,4,4
2020-03-20,Texas,1,1,1,1,5,5,5,5
2020-03-21,Texas,0,0,0,0,5,5,5,5
2020-03-22,Texas,2,2,2,2,7,7,7,7
2020-03-23,Texas,0,0,0,0,7,7,7,7
2020-03-24,Texas,4,4,4,4,11,11,11,11
2020-03-25,Texas,1,1,1,1,12,12,12,12
2020-03-26,Texas,9,9,9,9,21,21,21,21
2020-03-27,Texas,2,2,2,2,23,23,23,23
2020-03-28,Texas,6,6,6,6,29,29,29,29
2020-03-29,Texas,6,6,6,6,35,35,35,35
2020-03-30,Texas,11,11,11,11,46,46,46,46
2020-03-31,Texas,11,11,11,11,57,57,57,57
2020-04-01,Texas,6,6,6,6,63,63,63,63
2020-04-02,Texas,16,16,16,16,79,79,79,79
2020-04-03,Texas,18,18,18,18,97,97,97,97
2020-04-04,Texas,27,27,27,27,124,124,124,124
2020-04-05,Texas,12,12,12,12,136,136,136,136
2020-04-06,Texas,23,23,23,23,159,159,159,159
2020-04-07,Texas,18,18,18,18,177,177,177,177
2020-04-08,Texas,18,18,18,18,195,195,195,195
2020-04-09,Texas,33,33,33,33,228,228,228,228
2020-04-10,Texas,18,18,18,18,246,246,246,246
2020-04-11,Texas,19,19,19,19,265,265,265,265
2020-04-12,Texas,23,23,23,23,288,288,288,288
2020-04-13,Texas,32,32,32,32,320,320,320,320
2020-04-14,Texas,45,45,45,45,365,365,365,365
